,Year,Make,Model,Price,Mileage,Location,TO_distance,Location_Region
314,2016,Mercedes-Benz,C300,28888.0,67062.0,Toronto,19,"Toronto, Ontario"
315,2016,Honda,Pilot,28319.0,96546.0,Mississauga,30,"Mississauga, Ontario"
316,2018,Subaru,WRX,27185.0,85000.0,Thornhill,17,"Thornhill, Ontario"
317,2013,Volkswagen,Golf,14500.0,71492.0,Brampton,30,"Brampton, Ontario"
318,2018,Kia,Sorento,25388.0,74013.0,Port Hope,95,"Port Hope, Ontario"
319,2017,Ford,Escape,21888.0,52656.0,Thornhill,17,"Thornhill, Ontario"
320,2016,Nissan,Rogue,19995.0,75409.0,Brampton,35,"Brampton, Ontario"
321,2017,Ford,Escape,16888.0,74210.0,Thornhill,17,"Thornhill, Ontario"
322,2015,Kia,Soul,12699.0,85058.0,Milton,43,"Milton, Ontario"
323,2010,Volkswagen,Tiguan,7399.0,196961.0,North York,16,"North York, Ontario"
324,2018,Acura,TLX,28890.0,63575.0,Markham,24,"Markham, Ontario"
325,2020,Mercedes-Benz,E450,94836.0,90.0,Peterborough,108,"Peterborough, Ontario"
326,2013,Mercedes-Benz,G-Class,69910.0,114700.0,Vaughan,21,"Vaughan, Ontario"
327,2017,BMW,X5,36800.0,83346.0,North York,16,"North York, Ontario"
329,2019,Jeep,Grand,37998.0,27770.0,Oakville,34,"Oakville, Ontario"
330,2019,Volkswagen,Tiguan,35285.0,18688.0,Toronto,11,"Toronto, Ontario"
331,2016,Nissan,Rogue,18900.0,68073.0,Burlington,45,"Burlington, Ontario"
332,2013,Honda,CR-V,14999.0,128000.0,Georgetown,41,"Georgetown, Ontario"
333,2015,Audi,Q5,14800.0,174895.0,North York,16,"North York, Ontario"
334,2013,Ford,Fusion,7817.0,125544.0,Georgetown,41,"Georgetown, Ontario"
335,2013,Ford,Focus,6900.0,114000.0,Haldimand,76,"Haldimand, Ontario"
336,2018,Honda,Civic,19900.0,46419.0,Cambridge,82,"Cambridge, Ontario"
337,2017,Volkswagen,Jetta,21450.0,42236.0,Brampton,30,"Brampton, Ontario"
338,2019,Acura,MDX,46495.0,14154.0,Markham,25,"Markham, Ontario"
339,2016,Lexus,LS,45910.0,95256.0,Vaughan,21,"Vaughan, Ontario"
340,2019,Ram,1500,35200.0,35117.0,Orangeville,66,"Orangeville, Ontario"
341,2013,Ferrari,FF,169000.0,54055.0,Toronto,19,"Toronto, Ontario"
342,2018,Lexus,NX,39888.0,47363.0,Oakville,37,"Oakville, Ontario"
343,2017,Land,Rover,30888.0,40379.0,Toronto,15,"Toronto, Ontario"
344,2019,Ford,Fusion,22999.0,18600.0,Richmond Hill,25,"Richmond Hill, Ontario"
345,2020,Hyundai,Elantra,22895.0,23360.0,Mississauga,27,"Mississauga, Ontario"
346,2017,BMW,X1,22800.0,69052.0,North York,16,"North York, Ontario"
347,2014,Nissan,Sentra,10997.0,102216.0,Toronto,15,"Toronto, Ontario"
348,2016,Cadillac,CT6,34992.0,55466.0,Oakville,35,"Oakville, Ontario"
349,2018,Land,Rover,64554.0,36321.0,Oakville,34,"Oakville, Ontario"
350,2019,Dodge,Durango,37895.0,43624.0,Mississauga,20,"Mississauga, Ontario"
351,2018,Subaru,WRX,35910.0,51132.0,Vaughan,21,"Vaughan, Ontario"
352,2020,Chevrolet,Equinox,46287.0,10.0,Toronto,12,"Toronto, Ontario"
353,2019,Nissan,370Z,45000.0,9888.0,Toronto,1,"Toronto, Ontario"
354,2018,Ram,1500,30988.0,63865.0,Stoney Creek,56,"Stoney Creek, Ontario"
355,2016,Acura,RLX,25995.0,76000.0,Guelph,74,"Guelph, Ontario"
356,2016,BMW,X1,20800.0,107330.0,North York,16,"North York, Ontario"
357,2015,Ford,Explorer,19888.0,107136.0,Brampton,34,"Brampton, Ontario"
358,2014,Hyundai,Santa,16995.0,80900.0,Toronto,14,"Toronto, Ontario"
359,2014,Ford,Edge,13500.0,152000.0,Hamilton,57,"Hamilton, Ontario"
360,2018,Chevrolet,Volt,24988.0,67411.0,St George,86,"St George, Ontario"
361,2016,Toyota,Prius,19595.0,55688.0,Toronto,8,"Toronto, Ontario"
362,2019,Volkswagen,Tiguan,36499.0,31580.0,Maple,25,"Maple, Ontario"
363,2016,Lexus,IS,28888.0,78731.0,Toronto,15,"Toronto, Ontario"
364,2008,Pontiac,Torrent,1696.0,273694.0,Mississauga,27,"Mississauga, Ontario"
365,2017,Dodge,Grand,21987.0,55220.0,Whitby,45,"Whitby, Ontario"
366,2019,Hyundai,Tucson,25699.0,21619.0,Mississauga,27,"Mississauga, Ontario"
367,2017,Ford,Escape,19950.0,28332.0,Georgetown,41,"Georgetown, Ontario"
368,2017,Kia,Soul,16495.0,43369.0,Brampton,35,"Brampton, Ontario"
369,2016,Ford,Fusion,14999.0,99222.0,Thornhill,17,"Thornhill, Ontario"
370,2014,Toyota,RAV4,14900.0,157983.0,Cambridge,82,"Cambridge, Ontario"
371,2017,Hyundai,Elantra,12995.0,71267.0,Mississauga,27,"Mississauga, Ontario"
372,2019,Jeep,Cherokee,35795.0,1640.0,Toronto,17,"Toronto, Ontario"
373,2017,Nissan,Rogue,17995.0,68752.0,Richmond Hill,30,"Richmond Hill, Ontario"
374,2020,Audi,Q5,51273.0,90.0,Etobicoke,14,"Etobicoke, Ontario"
375,2017,Mercedes-Benz,E300,35344.0,75100.0,Oakville,40,"Oakville, Ontario"
376,2009,BMW,M6,27910.0,107218.0,Vaughan,21,"Vaughan, Ontario"
377,2018,BMW,650I,67890.0,13032.0,Oakville,40,"Oakville, Ontario"
378,2020,Nissan,Rogue,28999.0,5699.0,Mississauga,21,"Mississauga, Ontario"
379,2019,Volkswagen,Golf,26999.0,24836.0,Toronto,14,"Toronto, Ontario"
380,2016,Ford,Edge,21888.0,77250.0,Thornhill,17,"Thornhill, Ontario"
381,2017,GMC,Terrain,18995.0,63792.0,Milton,43,"Milton, Ontario"
382,2015,Ford,Escape,16995.0,102779.0,Niagara Falls,65,"Niagara Falls, Ontario"
383,2014,Toyota,Camry,12437.0,102152.0,St. Catharines,53,"St. Catharines, Ontario"
384,2013,Subaru,WRX,19988.0,134806.0,Thornhill,17,"Thornhill, Ontario"
385,2019,Porsche,911,163800.0,1828.0,Toronto,13,"Toronto, Ontario"
386,2018,Audi,Q7,69800.0,35000.0,Whitby,44,"Whitby, Ontario"
387,2017,Mazda,CX-9,29488.0,78000.0,Etobicoke,14,"Etobicoke, Ontario"
388,2019,Nissan,370Z,45000.0,9888.0,Toronto,1,"Toronto, Ontario"
389,2016,Dodge,Grand,16495.0,92075.0,Lasalle,342,"Lasalle, Ontario"
390,2017,BMW,X1,26910.0,54195.0,Vaughan,21,"Vaughan, Ontario"
391,2019,Jeep,Compass,26837.0,15266.0,Thornhill,17,"Thornhill, Ontario"
392,2018,Toyota,Corolla,17400.0,13828.0,Markham,19,"Markham, Ontario"
393,2013,Honda,CR-V,13495.0,163578.0,Toronto,11,"Toronto, Ontario"
394,2015,Nissan,Rogue,12488.0,100000.0,Toronto,9,"Toronto, Ontario"
395,2015,Nissan,Sentra,12392.0,54820.0,Kitchener,91,"Kitchener, Ontario"
396,2019,Nissan,Sentra,17876.0,3121.0,Cambridge,82,"Cambridge, Ontario"
397,2020,BMW,X3,56900.0,4813.0,Hamilton,64,"Hamilton, Ontario"
398,2019,Porsche,911,396000.0,45.0,Toronto,2,"Toronto, Ontario"
399,2019,Audi,Q7,73759.0,9878.0,Etobicoke,14,"Etobicoke, Ontario"
400,2018,Chrysler,300,30995.0,19441.0,Brampton,35,"Brampton, Ontario"
401,2020,Infiniti,QX60,57863.0,11356.0,Innisfil,77,"Innisfil, Ontario"
402,2015,Volkswagen,Passat,14900.0,105096.0,Belleville,170,"Belleville, Ontario"
403,2019,BMW,M5,114998.0,90.0,Mississauga,20,"Mississauga, Ontario"
404,2019,Volvo,V60,47995.0,9500.0,Mississauga,27,"Mississauga, Ontario"
405,2019,MINI,Cooper,29418.0,2370.0,Ajax,37,"Ajax, Ontario"
406,2016,Mazda,CX-5,16995.0,95000.0,Guelph,74,"Guelph, Ontario"
407,2020,BMW,X2,38000.0,17007.0,Guelph,77,"Guelph, Ontario"
408,2019,Audi,A3,27800.0,28020.0,Guelph,77,"Guelph, Ontario"
409,2020,Kia,Sedona,27229.0,19513.0,St. Catharines,53,"St. Catharines, Ontario"
410,2012,Honda,Civic,13999.0,11900.0,Etobicoke,16,"Etobicoke, Ontario"
411,2015,Chrysler,200,13999.0,93200.0,Hamilton,60,"Hamilton, Ontario"
412,2017,Hyundai,Sonata,11799.0,126659.0,Barrie,83,"Barrie, Ontario"
413,2018,Mercedes-Benz,GLC,41995.0,53886.0,Oakville,35,"Oakville, Ontario"
414,2016,Nissan,Rogue,17399.0,66083.0,Richmond Hill,30,"Richmond Hill, Ontario"
415,2019,Acura,MDX,48895.0,13123.0,Etobicoke,15,"Etobicoke, Ontario"
416,2020,Mercedes-Benz,C-Class,44999.0,15036.0,Burlington,47,"Burlington, Ontario"
418,2014,Nissan,Pathfinder,15668.0,115423.0,Sarnia,255,"Sarnia, Ontario"
419,2017,Chevrolet,Silverado,43400.0,42344.0,Grimsby,53,"Grimsby, Ontario"
420,2016,Audi,S5,29995.0,67371.0,Toronto,14,"Toronto, Ontario"
421,2016,Mercedes-Benz,C300,28732.0,54431.0,Mississauga,30,"Mississauga, Ontario"
422,2019,Ford,Fusion,23998.0,10257.0,Grimsby,53,"Grimsby, Ontario"
423,2018,Ford,Escape,21683.0,43122.0,Georgetown,41,"Georgetown, Ontario"
424,2018,Chevrolet,Cruze,15395.0,50386.0,Toronto,14,"Toronto, Ontario"
425,2020,Hyundai,Santa,28520.0,8781.0,Cambridge,82,"Cambridge, Ontario"
426,2016,Land,Rover,35910.0,146180.0,Vaughan,21,"Vaughan, Ontario"
427,2019,Jaguar,F-Type,118800.0,6824.0,North York,16,"North York, Ontario"
428,2016,BMW,M4,56800.0,64581.0,North York,16,"North York, Ontario"
429,2015,Lamborghini,Huracan,225000.0,46000.0,Concord,18,"Concord, Ontario"
430,2020,Chevrolet,Colorado,39988.0,9800.0,Niagara Falls,64,"Niagara Falls, Ontario"
431,2018,Ram,1500,36899.0,19781.0,Waterloo,93,"Waterloo, Ontario"
432,2019,Ram,1500,34995.0,26556.0,Arthur,95,"Arthur, Ontario"
433,2017,Land,Rover,32950.0,60233.0,Georgetown,41,"Georgetown, Ontario"
434,2019,Dodge,Grand,31688.0,1506.0,Toronto,19,"Toronto, Ontario"
435,2017,Lexus,CT,26910.0,39651.0,Vaughan,21,"Vaughan, Ontario"
436,2016,Nissan,Maxima,18988.0,78420.0,Toronto,15,"Toronto, Ontario"
437,2019,Lexus,GS,54988.0,18727.0,Thornhill,17,"Thornhill, Ontario"
438,2019,Mazda,CX-5,36998.0,1500.0,Toronto,8,"Toronto, Ontario"
439,2018,Cadillac,Escalade,79999.0,41800.0,Concord,21,"Concord, Ontario"
440,2020,Honda,Accord,38271.0,12528.0,Mississauga,30,"Mississauga, Ontario"
441,2004,Maserati,Coupé,25995.0,87760.0,Scarborough,14,"Scarborough, Ontario"
442,2014,Volkswagen,Passat,9994.0,98336.0,Innisfil,77,"Innisfil, Ontario"
443,2018,Ram,1500,29995.0,36432.0,Milton,43,"Milton, Ontario"
444,2017,Subaru,Impreza,22888.0,21885.0,North York,17,"North York, Ontario"
445,2018,Ford,Escape,21888.0,39202.0,Thornhill,17,"Thornhill, Ontario"
446,2018,Chevrolet,Trax,15990.0,77895.0,Port Hope,95,"Port Hope, Ontario"
447,2015,Nissan,Altima,11796.0,121284.0,Waterloo,96,"Waterloo, Ontario"
448,2008,Hyundai,Accent,3999.0,127000.0,Waterloo,94,"Waterloo, Ontario"
449,2018,Chevrolet,Malibu,18495.0,57769.0,Richmond Hill,25,"Richmond Hill, Ontario"
450,2020,BMW,X5,65999.0,20193.0,Burlington,47,"Burlington, Ontario"
451,2017,Land,Rover,52800.0,46798.0,North York,16,"North York, Ontario"
452,2017,Infiniti,QX80,48353.0,34333.0,Mississauga,30,"Mississauga, Ontario"
453,2019,MINI,Cooper,29418.0,2370.0,Toronto,15,"Toronto, Ontario"
454,2018,Lexus,RC,69750.0,32300.0,Toronto,2,"Toronto, Ontario"
455,2016,Honda,Pilot,25995.0,126000.0,Toronto,18,"Toronto, Ontario"
456,2018,Porsche,Macan,64990.0,8655.0,Toronto,14,"Toronto, Ontario"
457,2017,Cadillac,XT5,27888.0,85977.0,Aurora,38,"Aurora, Ontario"
458,2016,Chrysler,300,16888.0,128651.0,Toronto,15,"Toronto, Ontario"
459,2017,Buick,Encore,18998.0,54409.0,Guelph,77,"Guelph, Ontario"
460,2019,Toyota,Camry,33888.0,50.0,Mississauga,21,"Mississauga, Ontario"
461,2017,Ram,3500,66995.0,98430.0,Brampton,35,"Brampton, Ontario"
462,2019,Lincoln,Nautilus,51995.0,24141.0,Paris,95,"Paris, Ontario"
463,2017,Ford,F-250,36995.0,129327.0,Cambridge,82,"Cambridge, Ontario"
464,2017,Mercedes-Benz,E-Class,53995.0,25059.0,Waterloo,96,"Waterloo, Ontario"
465,2019,Acura,MDX,49800.0,10700.0,Etobicoke,15,"Etobicoke, Ontario"
466,2019,Hyundai,Sonata,23995.0,27193.0,Etobicoke,18,"Etobicoke, Ontario"
467,2014,Mercedes-Benz,E-Class,22888.0,92854.0,Toronto,15,"Toronto, Ontario"
468,2017,Volkswagen,Tiguan,22299.0,70716.0,Maple,25,"Maple, Ontario"
469,2015,Hyundai,Santa,15888.0,78695.0,Grimsby,53,"Grimsby, Ontario"
470,2012,Hyundai,Elantra,8500.0,99372.0,Ancaster,66,"Ancaster, Ontario"
471,2019,Jeep,Cherokee,29499.0,3980.0,Toronto,17,"Toronto, Ontario"
472,2016,Nissan,Rogue,15999.0,66094.0,Stouffville,37,"Stouffville, Ontario"
473,2019,Mercedes-Benz,E-Class,68995.0,3874.0,Oakville,35,"Oakville, Ontario"
474,2017,Jaguar,XF,30800.0,76313.0,North York,16,"North York, Ontario"
475,2016,Jeep,Grand,28998.0,80391.0,Thunder Bay,927,"Thunder Bay, Ontario"
476,2018,Maserati,Levante,99987.0,9802.0,Woodbridge,20,"Woodbridge, Ontario"
477,2019,Hyundai,Sonata,23395.0,31888.0,Mississauga,27,"Mississauga, Ontario"
478,2018,Chevrolet,Cruze,19995.0,26006.0,Milton,43,"Milton, Ontario"
479,2013,BMW,328d,17500.0,139600.0,Maple,25,"Maple, Ontario"
480,2019,Hyundai,Elantra,16995.0,32699.0,Markham,26,"Markham, Ontario"
481,2019,Hyundai,Elantra,16595.0,45655.0,Etobicoke,18,"Etobicoke, Ontario"
482,2016,Buick,Verano,14988.0,39588.0,Toronto,12,"Toronto, Ontario"
483,2015,Chevrolet,Equinox,19900.0,97690.0,Cambridge,82,"Cambridge, Ontario"
484,2019,Volkswagen,Golf,42998.0,855.0,Thornhill,17,"Thornhill, Ontario"
485,2020,Mercedes-Benz,AMG,183995.0,90.0,Oakville,35,"Oakville, Ontario"
486,2020,Kia,Sportage,26795.0,20859.0,Toronto,14,"Toronto, Ontario"
487,2017,Mercedes-Benz,E-Class,53995.0,25059.0,Waterloo,96,"Waterloo, Ontario"
488,2017,Ford,F-250,36995.0,129327.0,Cambridge,82,"Cambridge, Ontario"
489,2017,Subaru,Outback,23985.0,75019.0,Thornhill,17,"Thornhill, Ontario"
490,2017,Hyundai,Santa,18894.0,134876.0,Niagara Falls,68,"Niagara Falls, Ontario"
491,2017,GMC,Terrain,17995.0,34000.0,St Catharines,59,"St Catharines, Ontario"
492,2014,Subaru,XV,16488.0,89000.0,North York,17,"North York, Ontario"
493,2018,Chevrolet,Cruze,14995.0,72510.0,Brampton,35,"Brampton, Ontario"
494,2015,Buick,Encore,14477.0,74980.0,Pickering,32,"Pickering, Ontario"
495,2020,BMW,Z4,80800.0,10088.0,Hamilton,64,"Hamilton, Ontario"
496,2020,Land,Rover,54993.0,143.0,Toronto,15,"Toronto, Ontario"
497,2019,Chevrolet,Camaro,50950.0,19524.0,Burlington,48,"Burlington, Ontario"
498,2019,Chevrolet,Corvette,65988.0,22180.0,St George,86,"St George, Ontario"
499,2016,Ford,Explorer,30988.0,81621.0,Stoney Creek,56,"Stoney Creek, Ontario"
500,2020,Nissan,Rogue,27491.0,13519.0,Oakville,39,"Oakville, Ontario"
501,2017,Ford,Fusion,16888.0,35617.0,Thornhill,17,"Thornhill, Ontario"
502,2020,Honda,CR-V,34995.0,15274.0,Georgetown,41,"Georgetown, Ontario"
503,2018,Jeep,Cherokee,20758.0,116237.0,Georgetown,41,"Georgetown, Ontario"
504,2020,Kia,Forte,19880.0,4610.0,Toronto,14,"Toronto, Ontario"
505,2016,Hyundai,Santa,13599.0,102760.0,Mississauga,27,"Mississauga, Ontario"
506,2017,Hyundai,Sonata,13399.0,105000.0,Brampton,34,"Brampton, Ontario"
507,2002,Pontiac,Firebird,12999.0,243565.0,Kitchener,89,"Kitchener, Ontario"
508,2007,BMW,328I,4000.0,281000.0,Mount Hope,71,"Mount Hope, Ontario"
509,2015,Chevrolet,Equinox,19900.0,97690.0,Cambridge,82,"Cambridge, Ontario"
510,2016,Mazda,Mazda3,14795.0,29962.0,Mississauga,21,"Mississauga, Ontario"
511,2015,BMW,X6,55800.0,71942.0,North York,16,"North York, Ontario"
512,2019,Lincoln,Nautilus,52441.0,25840.0,Aurora,41,"Aurora, Ontario"
513,2019,Volkswagen,Golf,24713.0,2200.0,Whitby,46,"Whitby, Ontario"
514,2013,Infiniti,EX37,13995.0,148562.0,Etobicoke,22,"Etobicoke, Ontario"
515,2015,Ram,2500,48995.0,105190.0,Paris,95,"Paris, Ontario"
516,2017,Audi,Q7,42000.0,83458.0,Whitby,46,"Whitby, Ontario"
517,2019,Dodge,Durango,40992.0,22231.0,Hamilton,55,"Hamilton, Ontario"
518,2017,Toyota,RAV4,27999.0,62229.0,Waterloo,94,"Waterloo, Ontario"
519,2020,Hyundai,Tucson,25995.0,13631.0,Etobicoke,18,"Etobicoke, Ontario"
520,2015,Ford,Mustang,22000.0,3800.0,Aurora,40,"Aurora, Ontario"
521,2016,Toyota,RAV4,20999.0,90967.0,Fergus,79,"Fergus, Ontario"
522,2020,Nissan,Altima,25295.0,13344.0,Mississauga,21,"Mississauga, Ontario"
523,2018,Porsche,Macan,64990.0,9459.0,Toronto,14,"Toronto, Ontario"
524,2018,Ram,2500,58900.0,78865.0,Arthur,95,"Arthur, Ontario"
525,2017,Ford,Fusion,16888.0,35617.0,Thornhill,17,"Thornhill, Ontario"
526,2018,Chrysler,Pacifica,45995.0,13934.0,Mississauga,21,"Mississauga, Ontario"
527,2018,Cadillac,XT5,33343.0,20038.0,Oakville,35,"Oakville, Ontario"
528,2014,Porsche,Cayenne,28888.0,88450.0,Toronto,15,"Toronto, Ontario"
529,2019,Dodge,Grand,27888.0,29624.0,Brampton,34,"Brampton, Ontario"
530,2014,Lexus,RX,27888.0,123716.0,Toronto,15,"Toronto, Ontario"
531,2017,Ford,Transit,26950.0,27059.0,Grimsby,52,"Grimsby, Ontario"
532,2019,Volkswagen,Golf,23999.0,25180.0,Toronto,14,"Toronto, Ontario"
533,2017,Jaguar,F-Pace,41995.0,53721.0,Brampton,34,"Brampton, Ontario"
534,2018,BMW,340i,36549.0,68207.0,Hamilton,64,"Hamilton, Ontario"
535,2011,Porsche,Panamera,35800.0,67064.0,North York,16,"North York, Ontario"
536,2020,Mazda,CX-5,34995.0,11050.0,Toronto,16,"Toronto, Ontario"
537,2015,Nissan,Altima,11900.0,123450.0,Burlington,45,"Burlington, Ontario"
538,2017,Audi,Q7,37395.0,75440.0,Toronto,15,"Toronto, Ontario"
539,2018,Toyota,RAV4,30999.0,45930.0,Burlington,48,"Burlington, Ontario"
540,2017,Acura,RDX,26988.0,45125.0,Hamilton,65,"Hamilton, Ontario"
541,2013,Toyota,Sienna,17888.0,140172.0,Mississauga,30,"Mississauga, Ontario"
542,2009,Mercedes-Benz,S-Class,15910.0,132546.0,Vaughan,21,"Vaughan, Ontario"
543,2016,Chevrolet,Cruze,12999.0,64112.0,Grimsby,53,"Grimsby, Ontario"
544,2014,Chrysler,Town,11999.0,117500.0,Ajax,34,"Ajax, Ontario"
545,2017,Dodge,Grand,16798.0,49372.0,Scarborough,14,"Scarborough, Ontario"
546,2019,Dodge,Challenger,33498.0,20066.0,Bolton,37,"Bolton, Ontario"
547,2013,Lamborghini,Gallardo,199888.0,1500.0,North York,17,"North York, Ontario"
548,2019,Mercedes-Benz,C-Class,87995.0,90.0,Oakville,35,"Oakville, Ontario"
549,2016,Mazda,CX-5,16995.0,95000.0,Guelph,74,"Guelph, Ontario"
550,2017,Buick,Encore,20998.0,91484.0,Hamilton,62,"Hamilton, Ontario"
551,2020,Nissan,Titan,66990.0,607.0,Mono,67,"Mono, Ontario"
552,2019,Nissan,370Z,45000.0,9888.0,Toronto,1,"Toronto, Ontario"
553,2019,Dodge,Charger,32688.0,24232.0,Mississauga,27,"Mississauga, Ontario"
554,2016,Ford,Focus,12995.0,64664.0,Toronto,20,"Toronto, Ontario"
555,2014,Nissan,Maxima,12988.0,123968.0,Brampton,34,"Brampton, Ontario"
556,2012,Honda,CR-V,10950.0,196000.0,Hamilton,57,"Hamilton, Ontario"
557,2019,Chevrolet,Traverse,39550.0,29870.0,Barrie,89,"Barrie, Ontario"
558,2018,Nissan,Murano,33900.0,28821.0,Richmond Hill,30,"Richmond Hill, Ontario"
559,2019,Acura,RLX,49000.0,3700.0,Markham,28,"Markham, Ontario"
560,2020,Nissan,Rogue,32532.0,250.0,Waterloo,96,"Waterloo, Ontario"
561,2020,Subaru,Ascent,39468.0,8376.0,Richmond Hill,30,"Richmond Hill, Ontario"
562,2016,Subaru,Crosstrek,23333.0,51438.0,Markham,26,"Markham, Ontario"
564,2016,Jaguar,XF,30800.0,43074.0,North York,16,"North York, Ontario"
565,2013,Chrysler,300,20000.0,78663.0,York,18,"York, Ontario"
566,2017,Volkswagen,Passat,19793.0,79562.0,Mississauga,21,"Mississauga, Ontario"
567,2019,Kia,Forte,16855.0,16783.0,Toronto,14,"Toronto, Ontario"
568,2015,Volkswagen,CC,12495.0,204704.0,Burlington,36,"Burlington, Ontario"
569,2017,Acura,TLX,21495.0,59472.0,Markham,25,"Markham, Ontario"
570,2015,Dodge,Durango,27885.0,48830.0,Toronto,15,"Toronto, Ontario"
571,2016,Kia,Sorento,22900.0,98059.0,Brampton,34,"Brampton, Ontario"
572,2017,Dodge,Grand,13288.0,153047.0,Toronto,19,"Toronto, Ontario"
573,2016,Porsche,Cayenne,44888.0,160273.0,Toronto,14,"Toronto, Ontario"
574,2018,Ford,F-150,33800.0,4226.0,Mississauga,21,"Mississauga, Ontario"
575,2015,Toyota,Avalon,21950.0,75759.0,Ottawa,348,"Ottawa, Ontario"
576,2018,GMC,Acadia,34999.0,26044.0,London,171,"London, Ontario"
577,2020,MINI,Countryman,31999.0,13757.0,Burlington,47,"Burlington, Ontario"
578,2018,Cadillac,ATS,30800.0,24578.0,Oakville,35,"Oakville, Ontario"
579,2012,Toyota,4runner,19000.0,191000.0,Georgetown,41,"Georgetown, Ontario"
580,2016,Nissan,Rogue,18500.0,84750.0,Orangeville,67,"Orangeville, Ontario"
581,2015,Volkswagen,Passat,16200.0,67000.0,Markham,29,"Markham, Ontario"
582,2018,Toyota,Corolla,15880.0,64223.0,Toronto,12,"Toronto, Ontario"
583,2017,Jaguar,F-Pace,45990.0,30808.0,Woodbridge,20,"Woodbridge, Ontario"
584,2017,Hyundai,Elantra,13888.0,75308.0,Brampton,28,"Brampton, Ontario"
585,2002,Ferrari,360,123888.0,42460.0,Woodbridge,20,"Woodbridge, Ontario"
586,2019,Mercedes-Benz,GLC-Class,58800.0,14379.0,North York,16,"North York, Ontario"
587,2020,Kia,Soul,26398.0,27.0,Georgetown,41,"Georgetown, Ontario"
588,2015,Toyota,Camry,12650.0,158000.0,Toronto,15,"Toronto, Ontario"
589,2017,Toyota,Sienna,27888.0,153550.0,Toronto,15,"Toronto, Ontario"
590,2016,Nissan,Rogue,21000.0,72225.0,Richmond Hill,26,"Richmond Hill, Ontario"
591,2015,Volkswagen,Golf,16899.0,63141.0,Maple,25,"Maple, Ontario"
592,2019,Nissan,Sentra,15990.0,9168.0,Oakville,39,"Oakville, Ontario"
593,2016,Toyota,Corolla,13995.0,58976.0,Woodbridge,20,"Woodbridge, Ontario"
594,2017,Nissan,Sentra,11998.0,46556.0,Welland,75,"Welland, Ontario"
595,2020,Lexus,NX,56585.0,10.0,Toronto,2,"Toronto, Ontario"
596,2020,Ford,Explorer,59999.0,14299.0,Brampton,30,"Brampton, Ontario"
597,2018,Ford,Explorer,39495.0,56806.0,Mississauga,20,"Mississauga, Ontario"
598,2019,Nissan,LEAF,32995.0,3900.0,Toronto,1,"Toronto, Ontario"
599,2019,MINI,Cooper,29418.0,2370.0,Ajax,37,"Ajax, Ontario"
600,2016,Lincoln,MKX,32880.0,43247.0,Vaughan,20,"Vaughan, Ontario"
601,2020,Kia,Sportage,27977.0,20064.0,Grimsby,53,"Grimsby, Ontario"
602,2018,Hyundai,Sonata,18962.0,45245.0,Kitchener,91,"Kitchener, Ontario"
603,2016,Nissan,Altima,17950.0,67861.0,Georgetown,41,"Georgetown, Ontario"
604,2017,Ford,Fusion,16995.0,32479.0,Toronto,14,"Toronto, Ontario"
605,2012,BMW,1,15500.0,100000.0,North York,11,"North York, Ontario"
606,2019,Kia,Forte,14400.0,55630.0,Niagara Falls,68,"Niagara Falls, Ontario"
607,2015,Ford,Escape,14990.0,85300.0,Milton,41,"Milton, Ontario"
608,2020,BMW,330I,53526.0,6697.0,Hamilton,64,"Hamilton, Ontario"
609,2016,Land,Rover,62800.0,67785.0,North York,16,"North York, Ontario"
610,2019,Volkswagen,Golf,27999.0,24614.0,Toronto,14,"Toronto, Ontario"
611,2018,Chevrolet,Trax,20988.0,20864.0,Toronto,12,"Toronto, Ontario"
612,2017,Hyundai,Tucson,19400.0,43656.0,Toronto,6,"Toronto, Ontario"
613,2017,Jaguar,F-Type,69800.0,40145.0,North York,16,"North York, Ontario"
614,2016,Ford,Mustang,64900.0,20000.0,Mississauga,19,"Mississauga, Ontario"
615,2020,Toyota,Corolla,25495.0,19113.0,Toronto,10,"Toronto, Ontario"
616,2013,Infiniti,EX37,13995.0,148562.0,Etobicoke,22,"Etobicoke, Ontario"
617,2015,BMW,X3,21995.0,86553.0,Milton,43,"Milton, Ontario"
618,2019,Honda,Civic,18995.0,26159.0,Woodbridge,23,"Woodbridge, Ontario"
619,2017,Ford,Escape,17900.0,50123.0,Burlington,45,"Burlington, Ontario"
620,2017,Chevrolet,Spark,12900.0,82298.0,St. Catharines,53,"St. Catharines, Ontario"
621,2013,Toyota,Camry,11995.0,113188.0,Mississauga,27,"Mississauga, Ontario"
622,2016,Honda,Civic,10750.0,114446.0,Toronto,16,"Toronto, Ontario"
623,2018,Ram,2500,68950.0,12649.0,Grimsby,52,"Grimsby, Ontario"
624,1988,Ferrari,Testarossa,149987.0,43573.0,Woodbridge,21,"Woodbridge, Ontario"
625,2019,Toyota,Highlander,40800.0,16000.0,Aurora,38,"Aurora, Ontario"
626,2020,Jeep,Cherokee,38988.0,12500.0,Toronto,19,"Toronto, Ontario"
627,2012,Ford,F-250,19999.0,187547.0,Toronto,15,"Toronto, Ontario"
628,2020,Toyota,Corolla,23606.0,12810.0,Georgetown,42,"Georgetown, Ontario"
629,2019,Subaru,WRX,34385.0,20100.0,Thornhill,17,"Thornhill, Ontario"
630,2019,Kia,Sorento,24995.0,45487.0,Milton,43,"Milton, Ontario"
631,2016,Subaru,Crosstrek,21990.0,88205.0,Toronto,15,"Toronto, Ontario"
